Time,PositionX,PositionY,PositionZ,Vx,Ax,Y,YDot,Psi,PsiDot,EngineRpm
4.939998,0.1,0,14.17384,13.01553,-1.087908,0,0,0,0,2659.643
4.959998,0.1,0,14.43371,12.99384,-1.084456,0,0,0,0,2653.939
4.979998,0.1,0,14.69316,12.97221,-1.081264,0,0,0,0,2648.754
4.999998,0.1,0,14.95217,12.95065,-1.078233,0,0,0,0,2643.885
5.019998,0.1,0,15.21076,12.92914,-1.075304,0,0,0,0,2639.21
5.039998,0.1,0,15.46891,12.90769,-1.072441,0,0,0,0,2634.656
5.059998,0.1,0,15.72663,12.8863,-1.069622,0,0,0,0,2630.181
5.079998,0.1,0,15.98393,12.86497,-1.066834,0,0,0,0,2625.756
5.099998,0.1,0,16.24081,12.84368,-1.06407,0,0,0,0,2621.366
5.119998,0.1,0,16.49726,12.82246,-1.061324,0,0,0,0,2617.003
5.139998,0.1,0,16.75328,12.80129,-1.058595,0,0,0,0,2612.659
5.159998,0.1,0,17.00889,12.78017,-1.055879,0,0,0,0,2608.331
5.179998,0.1,0,17.26407,12.7591,-1.053177,0,0,0,0,2604.018
5.199998,0.1,0,17.51883,12.7381,-1.050487,0,0,0,0,2599.717
5.219998,0.1,0,17.77317,12.71714,-1.047809,0,0,0,0,2595.429
5.239998,0.1,0,18.0271,12.69624,-1.045143,0,0,0,0,2591.152
5.259998,0.1,0,18.28061,12.67539,-1.042488,0,0,0,0,2586.886
5.279998,0.1,0,18.5337,12.65459,-1.039844,0,0,0,0,2582.632
5.299998,0.1,0,18.78638,12.63385,-1.037212,0,0,0,0,2578.389
5.319998,0.1,0,19.03864,12.61315,-1.034591,0,0,0,0,2574.156
5.339998,0.1,0,19.29049,12.59251,-1.031981,0,0,0,0,2569.935
5.359998,0.1,0,19.54193,12.57193,-1.029382,0,0,0,0,2565.724
5.379998,0.1,0,19.79295,12.55139,-1.026794,0,0,0,0,2561.523
5.399998,0.1,0,20.04357,12.53091,-1.024217,0,0,0,0,2557.333
5.419998,0.1,0,20.29378,12.51047,-1.021651,0,0,0,0,2553.154
5.439998,0.1,0,20.54358,12.49009,-1.019095,0,0,0,0,2548.986
5.459998,0.1,0,20.79298,12.46976,-1.01655,0,0,0,0,2544.827
5.479998,0.1,0,21.04197,12.44948,-1.014016,0,0,0,0,2540.679
5.499998,0.1,0,21.29055,12.42925,-1.011492,0,0,0,0,2536.542
5.519998,0.1,0,21.53873,12.40907,-1.008978,0,0,0,0,2532.415
5.539998,0.1,0,21.78651,12.38894,-1.006475,0,0,0,0,2528.298
5.559998,0.1,0,22.03389,12.36886,-1.003983,0,0,0,0,2524.191
5.579998,0.1,0,22.28086,12.34883,-1.0015,0,0,0,0,2520.095
5.599998,0.1,0,22.52744,12.32885,-0.9990283,0,0,0,0,2516.008
5.619998,0.1,0,22.77362,12.30892,-0.9965662,0,0,0,0,2511.932
5.639998,0.1,0,23.0194,12.28904,-0.9941143,0,0,0,0,2507.866
5.659998,0.1,0,23.26478,12.2692,-0.9916726,0,0,0,0,2503.81
5.679998,0.1,0,23.50977,12.24942,-0.9892408,0,0,0,0,2499.764
5.699998,0.1,0,23.75436,12.22968,-0.986819,0,0,0,0,2495.728
5.719998,0.1,0,23.99856,12.20999,-0.984407,0,0,0,0,2491.701
5.739998,0.1,0,24.24237,12.19035,-0.9820048,0,0,0,0,2487.685
5.759998,0.1,0,24.48579,12.17076,-0.9796124,0,0,0,0,2483.678
5.779998,0.1,0,24.72881,12.15122,-0.9772297,0,0,0,0,2479.682
5.799998,0.1,0,24.97145,12.13172,-0.9748568,0,0,0,0,2475.695
5.819998,0.1,0,25.21369,12.11227,-0.9724933,0,0,0,0,2471.717
5.839998,0.1,0,25.45555,12.09287,-0.9701394,0,0,0,0,2467.75
5.859998,0.1,0,25.69702,12.07351,-0.9677951,0,0,0,0,2463.792
5.879998,0.1,0,25.9381,12.0542,-0.9654602,0,0,0,0,2459.843
5.899998,0.1,0,26.1788,12.03494,-0.9631346,0,0,0,0,2455.904
5.919998,0.1,0,26.41911,12.01572,-0.9608186,0,0,0,0,2451.975
5.939998,0.1,0,26.65904,11.99655,-0.9585117,0,0,0,0,2448.055
5.959998,0.1,0,26.89859,11.97743,-0.9562138,0,0,0,0,2444.145
5.979998,0.1,0,27.13776,11.95835,-0.9539254,0,0,0,0,2440.244
5.999998,0.1,0,27.37654,11.93932,-0.9516461,0,0,0,0,2436.352
6.019998,0.1,0,27.61495,11.92033,-0.9493758,0,0,0,0,2432.47
6.039998,0.1,0,27.85298,11.90139,-0.9471145,0,0,0,0,2428.597
6.059998,0.1,0,28.09063,11.88249,-0.9448623,0,0,0,0,2424.733
6.079998,0.1,0,28.3279,11.86364,-0.9426187,0,0,0,0,2420.878
6.099998,0.1,0,28.5648,11.84483,-0.9403843,0,0,0,0,2417.033
6.119998,0.1,0,28.80132,11.82607,-0.9381587,0,0,0,0,2413.197
6.139998,0.1,0,29.03747,11.80735,-0.9359417,0,0,0,0,2409.369
6.159998,0.1,0,29.27324,11.78868,-0.9337334,0,0,0,0,2405.551
6.179998,0.1,0,29.50864,11.77004,-0.9315339,0,0,0,0,2401.742
6.199998,0.1,0,29.74367,11.75146,-0.929343,0,0,0,0,2397.942
6.219998,0.1,0,29.97833,11.73291,-0.9271606,0,0,0,0,2394.15
6.239998,0.1,0,30.21261,11.71441,-0.9249868,0,0,0,0,2390.368
6.259998,0.1,0,30.44653,11.69596,-0.9228215,0,0,0,0,2386.595
6.279998,0.1,0,30.68008,11.67754,-0.9206648,0,0,0,0,2382.83
6.299998,0.1,0,30.91327,11.65917,-0.9185163,0,0,0,0,2379.075
6.319998,0.1,0,31.14608,11.64085,-0.9163761,0,0,0,0,2375.328
6.339998,0.1,0,31.37853,11.62256,-0.9142442,0,0,0,0,2371.589
6.359998,0.1,0,31.61062,11.60432,-0.9121208,0,0,0,0,2367.86
6.379998,0.1,0,31.84234,11.58612,-0.9100056,0,0,0,0,2364.139
